Date,Open,High,Low,Close
2025-02-14 00:00:00+05:30,1654.7648720910445,1663.6033788262487,1622.4061648291251,1629.32958984375
2025-02-17 00:00:00+05:30,1626.1870473943925,1638.0207538541406,1601.733821604822,1635.0745849609375
2025-02-18 00:00:00+05:30,1638.069922447764,1678.2850803256733,1634.1908479814656,1674.406005859375
2025-02-19 00:00:00+05:30,1663.6525014797326,1681.6732103759987,1644.9934320207274,1655.550537109375
2025-02-20 00:00:00+05:30,1649.854622307298,1663.2597150895292,1625.303214237249,1628.10205078125
2025-02-21 00:00:00+05:30,1628.0038198868265,1635.0745772451803,1612.7327965771512,1619.90185546875
2025-02-24 00:00:00+05:30,1600.7518289366485,1614.4514668826337,1575.4638782647967,1584.7442626953125
2025-02-25 00:00:00+05:30,1579.1957229124787,1585.0389100999737,1560.4875019509655,1565.3486328125
2025-02-27 00:00:00+05:30,1546.7387301029041,1567.0672483180015,1541.7302667623653,1559.7509765625
2025-02-28 00:00:00+05:30,1541.8284161576678,1544.6764034501216,1451.8720815858544,1461.1524658203125
2025-03-03 00:00:00+05:30,1473.0845210057732,1504.0192959468945,1449.7115319871782,1466.25927734375
2025-03-04 00:00:00+05:30,1448.5330421144015,1472.544270691042,1407.335828292336,1461.5452880859375
2025-03-05 00:00:00+05:30,1461.5453692089318,1521.205292729471,1460.8088269432462,1510.5008544921875
2025-03-06 00:00:00+05:30,1513.3487971431591,1522.9729970821516,1474.0173933666713,1476.4725341796875
2025-03-07 00:00:00+05:30,1474.9994943753497,1480.1552902388728,1455.4075180459326,1465.57177734375
2025-03-10 00:00:00+05:30,1465.5717198967936,1473.084474693716,1455.8984891556227,1460.17041015625
2025-03-11 00:00:00+05:30,1438.2215343525775,1460.7106488964523,1427.5170960888197,1452.65771484375
2025-03-12 00:00:00+05:30,1454.4254575026773,1462.2819083197073,1383.521036830952,1412.49169921875
2025-03-13 00:00:00+05:30,1416.1251905111126,1430.1194928445268,1396.4840644291276,1414.7994384765625
2025-03-17 00:00:00+05:30,1417.0581138696484,1422.0175462196898,1399.6266142526597,1414.25927734375
2025-03-18 00:00:00+05:30,1414.25927734375,1414.25927734375,1414.25927734375,1414.25927734375
2025-03-19 00:00:00+05:30,1404.9788420776251,1406.1082307765084,1369.3793018992553,1371.097900390625
2025-03-20 00:00:00+05:30,1377.9723831016308,1395.5020648665807,1374.9280324111228,1385.2396240234375
2025-03-21 00:00:00+05:30,1365.1074569377997,1405.4207975769248,1357.2510062548124,1383.962890625
2025-03-24 00:00:00+05:30,1390.4443830003138,1441.3149470954972,1388.2347563338615,1432.4764404296875
2025-03-25 00:00:00+05:30,1447.5509759921956,1457.2733572696193,1423.4414460452426,1429.3829345703125
2025-03-26 00:00:00+05:30,1437.730388982213,1437.730388982213,1384.208321906031,1390.8863525390625
2025-03-27 00:00:00+05:30,1381.9005327251562,1404.3404949801488,1380.7711440154471,1398.3499755859375
2025-03-28 00:00:00+05:30,1389.7078901825707,1404.3405534921449,1383.2754931417319,1392.8013916015625
2025-04-01 00:00:00+05:30,1376.8429062769678,1391.5245997293098,1360.540795984622,1370.1158447265625
2025-04-02 00:00:00+05:30,1372.0799767682588,1400.4614276745629,1372.0799767682588,1397.5152587890625
2025-04-03 00:00:00+05:30,1371.9326900353594,1374.8788590189713,1335.8421199861114,1344.77880859375
2025-04-04 00:00:00+05:30,1325.775975208715,1334.810845013726,1295.1848981751377,1297.2471923828125
2025-04-07 00:00:00+05:30,1222.6601277226987,1270.5845244560876,1187.6989464401065,1264.8885498046875
2025-04-08 00:00:00+05:30,1290.4219728415849,1317.9686998941663,1267.9820104557498,1290.8148193359375
2025-04-09 00:00:00+05:30,1266.8527036452197,1276.6241164694272,1241.662934050242,1249.9122314453125
2025-04-11 00:00:00+05:30,1252.1217909954426,1288.801570073325,1251.336097998144,1259.24169921875
2025-04-15 00:00:00+05:30,1290.618355247874,1290.618355247874,1263.710108245346,1278.3426513671875
2025-04-16 00:00:00+05:30,1268.8167486407353,1291.0111972028942,1260.4692700312569,1285.217041015625
2025-04-17 00:00:00+05:30,1271.8610658704908,1285.4134905037033,1253.0056332224635,1283.3511962890625
2025-04-21 00:00:00+05:30,1280.6014551385601,1364.0762432419174,1279.6193988079324,1348.8543701171875
2025-04-22 00:00:00+05:30,1349.3453962864376,1370.9506355282874,1336.7750273210286,1351.800537109375
2025-04-23 00:00:00+05:30,1393.4397918660147,1423.3925108177702,1382.7353535761233,1413.768310546875
2025-04-24 00:00:00+05:30,1419.0713368895788,1441.167603380939,1408.5633825545435,1419.2677001953125
2025-04-25 00:00:00+05:30,1429.2848096064886,1447.452851748968,1350.3274565356212,1435.766357421875
2025-04-28 00:00:00+05:30,1442.9353555724958,1453.4433099287974,1411.214889437623,1435.2752685546875
2025-04-29 00:00:00+05:30,1439.890937082683,1477.8965888229684,1437.0430696415108,1468.4688720703125
2025-04-30 00:00:00+05:30,1468.46885398411,1483.6907268480825,1463.2639075689765,1476.0306396484375
2025-05-02 00:00:00+05:30,1477.9947207714067,1491.7435088716059,1463.0675130717293,1467.290283203125
2025-05-05 00:00:00+05:30,1472.1024439136888,1479.4678664149249,1463.754965078955,1467.7813720703125
2025-05-06 00:00:00+05:30,1470.0401725049326,1477.7984416364916,1459.4339159858487,1469.3526611328125
2025-05-07 00:00:00+05:30,1462.3800857142198,1477.8966239845738,1454.0326067454691,1468.37060546875
2025-05-08 00:00:00+05:30,1473.9682976038744,1491.2524641907871,1461.2997475903137,1475.834228515625
2025-05-09 00:00:00+05:30,1453.4433374549194,1474.3611847905293,1451.577406491662,1466.8974609375
2025-05-12 00:00:00+05:30,1494.6897477929995,1548.2118182625911,1490.172312610083,1544.872802734375
2025-05-13 00:00:00+05:30,1571.5847830923828,1572.1739929107396,1537.016328563078,1544.2835693359375
2025-05-14 00:00:00+05:30,1555.5771841198336,1580.521438194709,1549.7830279555246,1574.4326171875
2025-05-15 00:00:00+05:30,1577.182443005317,1607.0369789784133,1571.4864684223207,1599.867919921875
2025-05-16 00:00:00+05:30,1605.6621216046788,1606.545996289804,1572.566870781066,1587.985107421875
2025-05-19 00:00:00+05:30,1587.9850720954364,1597.0199423025758,1564.5139020322033,1569.129638671875
2025-05-20 00:00:00+05:30,1583.0747293385152,1590.440151466331,1545.0691991109534,1547.720703125
2025-05-21 00:00:00+05:30,1548.702793150925,1574.2362570836606,1541.2391892081093,1569.5223388671875
2025-05-22 00:00:00+05:30,1561.1748571484209,1561.1748571484209,1530.043720290876,1537.50732421875
2025-05-23 00:00:00+05:30,1546.7386572250591,1575.2182896438062,1539.6678998868547,1551.943603515625
2025-05-26 00:00:00+05:30,1554.5951785200161,1575.6112080679077,1554.5951785200161,1572.6650390625
2025-05-27 00:00:00+05:30,1572.6650451362952,1575.513032495173,1550.1759309988447,1563.8265380859375
2025-05-28 00:00:00+05:30,1572.0757574668082,1573.2541770632029,1549.7830077490105,1551.943603515625
2025-05-29 00:00:00+05:30,1563.531891986234,1576.1022612272668,1556.0682876968383,1571.2901611328125
2025-05-30 00:00:00+05:30,1566.3798113901628,1566.3798113901628,1539.8642910719595,1545.658447265625
2025-06-02 00:00:00+05:30,1536.9181867274715,1540.846412124858,1514.4290723514487,1521.303466796875
2025-06-03 00:00:00+05:30,1527.9814906067006,1536.8199977084914,1506.3762510245451,1516.0986328125
2025-06-04 00:00:00+05:30,1517.0805939098295,1538.4893489509893,1516.2949009314732,1528.7669677734375
2025-06-05 00:00:00+05:30,1532.0078847358843,1542.123112952456,1519.2411523630851,1534.7576904296875
2025-06-06 00:00:00+05:30,1536.7218083937755,1545.2656505976363,1527.4904548241345,1542.90869140625
2025-06-09 00:00:00+05:30,1546.738729715792,1562.9426592651955,1542.90868602813,1550.76513671875
2025-06-10 00:00:00+05:30,1550.765068757366,1604.188955088295,1550.6668871040206,1581.9945068359375
2025-06-11 00:00:00+05:30,1588.9670896946564,1619.4108349236642,1575.8075113293596,1608.1171875
2025-06-12 00:00:00+05:30,1606.6441355734667,1628.2493745603958,1582.9766022955876,1614.8934326171875
2025-06-13 00:00:00+05:30,1576.200403692925,1639.0520085753842,1575.8075571864251,1629.2314453125
2025-06-16 00:00:00+05:30,1628.2494026380996,1675.3881066951735,1621.5713716113778,1663.5052490234375
2025-06-17 00:00:00+05:30,1662.0321353300221,1694.047147297161,1653.9792016004249,1687.761962890625
2025-06-18 00:00:00+05:30,1686.2888463965721,1701.707202212969,1677.7450045504843,1680.003662109375
2025-06-19 00:00:00+05:30,1653.7828369140625,1663.6034000786353,1630.9008767886392,1653.7828369140625
2025-06-20 00:00:00+05:30,1649.8545671217955,1677.8431713854688,1639.248311238331,1665.6656494140625
2025-06-23 00:00:00+05:30,1649.8545651813206,1661.6392406469015,1645.6316751875202,1651.622314453125
2025-06-24 00:00:00+05:30,1668.317285370686,1677.8431835000472,1644.6496327079851,1647.006591796875
