Date,Open,High,Low,Close
2025-02-14 00:00:00+05:30,394.80302108803676,401.8139334994123,376.6914453553069,381.3653869628906
2025-02-17 00:00:00+05:30,376.98357963919324,383.84846710175754,365.83427019287205,378.88238525390625
2025-02-18 00:00:00+05:30,380.78116665205096,382.72864742708504,366.17506083929567,375.1821594238281
2025-02-19 00:00:00+05:30,374.40317666665976,386.8670416627117,368.7554943407421,385.2603759765625
2025-02-20 00:00:00+05:30,382.67995740880616,399.86646863672553,378.2007458572194,398.697998046875
2025-02-21 00:00:00+05:30,397.28606787629866,403.12851005095007,389.93434002634126,392.9529113769531
2025-02-24 00:00:00+05:30,388.47374137904933,388.47374137904933,379.02844768763714,381.41412353515625
2025-02-25 00:00:00+05:30,381.70623840226637,384.0432094288364,372.5043796971608,373.5268249511719
2025-02-27 00:00:00+05:30,370.99511162418986,376.25330411341866,367.19752981064687,368.5607604980469
2025-02-28 00:00:00+05:30,365.59084436927895,366.1263897017781,347.9661372196504,350.8386535644531
2025-03-03 00:00:00+05:30,355.46392948148,370.5569060359339,350.6439322180031,367.8791198730469
2025-03-04 00:00:00+05:30,363.6920278209258,381.26802959486895,356.3889750534373,376.7401428222656
2025-03-05 00:00:00+05:30,375.86379099329326,393.39111803443126,374.98743058447604,391.6383972167969
2025-03-06 00:00:00+05:30,398.25979533758766,407.1208382920056,397.2860550066889,402.3008117675781
2025-03-07 00:00:00+05:30,401.2784180330085,404.1022592022666,393.00162477223915,395.5333557128906
2025-03-10 00:00:00+05:30,395.53336510552657,402.3495479527283,382.24178478052414,383.8484802246094
2025-03-11 00:00:00+05:30,378.687637629039,394.3648640955847,373.9163155869248,392.02789306640625
2025-03-12 00:00:00+05:30,393.5371731498677,395.5820339145735,383.6537141226879,391.6383972167969
2025-03-13 00:00:00+05:30,393.6832008787173,400.98625330448766,391.49228515098616,395.97149658203125
2025-03-17 00:00:00+05:30,400.20733313244506,404.0049150218485,396.3610463898256,402.05743408203125
2025-03-18 00:00:00+05:30,402.05743408203125,402.05743408203125,402.05743408203125,402.05743408203125
2025-03-19 00:00:00+05:30,413.8396648367015,419.4873471997583,410.4315734792228,418.22149658203125
2025-03-20 00:00:00+05:30,422.4085614442651,425.32978255996875,413.352787872063,417.7832946777344
2025-03-21 00:00:00+05:30,418.2215194772505,424.40477722184215,413.4501972588176,417.68597412109375
2025-03-24 00:00:00+05:30,421.62959124916966,435.505391884968,420.75323083646424,432.7789306640625
2025-03-25 00:00:00+05:30,437.20944322427744,438.1831836323493,428.44577955163044,431.1235656738281
2025-03-26 00:00:00+05:30,431.2217382026366,435.14862938717965,416.3486438331401,417.82122802734375
2025-03-27 00:00:00+05:30,417.82124212851966,431.8598666031341,415.9559747448707,425.4786682128906
2025-03-28 00:00:00+05:30,425.96951742188986,431.95803250079314,419.19563608599697,421.3554382324219
2025-04-01 00:00:00+05:30,418.0666742556334,424.4478726675481,407.46404968764705,409.2802429199219
2025-04-02 00:00:00+05:30,412.2745043340039,417.8212321955449,402.0154890281199,416.7904052734375
2025-04-03 00:00:00+05:30,411.3418566163786,423.6624658747859,409.3784110000713,417.6739807128906
2025-04-04 00:00:00+05:30,417.18312217605853,417.2321963328825,393.7690270487115,396.0269775390625
2025-04-07 00:00:00+05:30,361.2249168403009,379.92672422725656,359.85048095018993,377.3251647949219
2025-04-08 00:00:00+05:30,382.8719056575511,394.99618866200086,382.6264749487962,388.614990234375
2025-04-09 00:00:00+05:30,388.4677379358433,389.7439656378898,377.47243019589075,382.33197021484375
2025-04-11 00:00:00+05:30,397.54867389148956,398.2849660175068,389.20402979662765,394.89801025390625
2025-04-15 00:00:00+05:30,403.48808408577105,416.98677303024635,400.0029800149369,415.5632629394531
2025-04-16 00:00:00+05:30,415.85777826903876,418.7047683573511,412.47082267237977,417.03582763671875
2025-04-17 00:00:00+05:30,416.2504571762412,423.5151997293379,413.5016453863564,420.7663879394531
2025-04-21 00:00:00+05:30,424.10426062204425,436.2285435091026,419.78468618174327,434.5105285644531
2025-04-22 00:00:00+05:30,436.27759914314197,437.8483615892341,428.71835168351384,432.3507080078125
2025-04-23 00:00:00+05:30,432.1052638878402,439.8117934934694,421.60084840305075,432.7433776855469
2025-04-24 00:00:00+05:30,430.48542557644197,436.76844518012433,429.0128414524633,431.908935546875
2025-04-25 00:00:00+05:30,431.95802134495636,435.0995462113857,411.4890954778998,414.4833679199219
2025-04-28 00:00:00+05:30,416.7413224509735,426.2640454543864,414.188837216675,425.1350402832031
2025-04-29 00:00:00+05:30,425.87132923742206,433.23425007458223,420.2755273770613,422.5334777832031
2025-04-30 00:00:00+05:30,420.66821843088803,424.5460354621881,407.90582207242466,412.4217529296875
2025-05-02 00:00:00+05:30,410.85099839352034,424.4478653836894,410.4092111425095,411.29278564453125
2025-05-05 00:00:00+05:30,414.4833917917377,417.2322037383277,408.5930547977848,415.5632629394531
2025-05-06 00:00:00+05:30,415.5632424702354,416.93767833563373,395.5361036692244,397.30322265625
2025-05-07 00:00:00+05:30,389.449445505803,405.4515151110091,388.6640492924185,403.4389953613281
2025-05-08 00:00:00+05:30,404.96062987380077,409.8692435692408,381.89014550523274,385.2279968261719
2025-05-09 00:00:00+05:30,375.01811342357274,387.7805099536943,373.10374196013345,377.22698974609375
2025-05-12 00:00:00+05:30,394.554389985177,405.8933063774206,392.9836275026382,405.10791015625
2025-05-13 00:00:00+05:30,404.27343716859053,405.99145206906866,392.05100628107033,394.4071350097656
2025-05-14 00:00:00+05:30,392.68913220073813,399.61026617185485,378.01236390081425,382.38104248046875
2025-05-15 00:00:00+05:30,384.24630075430855,389.05673651773054,380.95752335815797,387.14239501953125
2025-05-16 00:00:00+05:30,387.87868056879506,402.1627351885011,387.87868056879506,399.021240234375
2025-05-19 00:00:00+05:30,403.4880771143723,404.4697999297357,397.79409676918544,399.6102600097656
2025-05-20 00:00:00+05:30,402.4081669580372,402.4081669580372,385.3261963475825,386.4060974121094
2025-05-21 00:00:00+05:30,387.7804971025078,394.6034823898776,383.36274460387165,392.8854675292969
