Date,Open,High,Low,Close,Volume
2025-02-14 00:00:00+05:30,260.3999938964844,261.5,254.75,257.3500061035156,11339563
2025-02-17 00:00:00+05:30,256.8999938964844,264.0,252.1999969482422,263.20001220703125,8332653
2025-02-18 00:00:00+05:30,263.8500061035156,267.8999938964844,260.20001220703125,266.95001220703125,10483635
2025-02-19 00:00:00+05:30,262.5,268.5,262.29998779296875,263.04998779296875,14602009
2025-02-20 00:00:00+05:30,262.75,266.45001220703125,261.29998779296875,265.75,15312926
2025-02-21 00:00:00+05:30,265.29998779296875,265.75,259.3999938964844,261.8999938964844,10757038
2025-02-24 00:00:00+05:30,258.0,261.79998779296875,257.25,259.1499938964844,14599185
2025-02-25 00:00:00+05:30,258.79998779296875,259.95001220703125,254.89999389648438,255.75,21287363
2025-02-27 00:00:00+05:30,254.0,257.45001220703125,253.4499969482422,256.25,13614799
2025-02-28 00:00:00+05:30,255.89999389648438,257.0,247.3000030517578,250.85000610351562,38512868
2025-03-03 00:00:00+05:30,253.0,253.8000030517578,248.5,252.5,9873539
2025-03-04 00:00:00+05:30,250.0,257.1499938964844,249.4499969482422,254.0,11947033
2025-03-05 00:00:00+05:30,256.95001220703125,267.20001220703125,255.75,264.3999938964844,14536637
2025-03-06 00:00:00+05:30,265.1499938964844,267.29998779296875,260.70001220703125,266.6499938964844,11926868
2025-03-07 00:00:00+05:30,266.0,268.6499938964844,261.6000061035156,263.29998779296875,10043068
2025-03-10 00:00:00+05:30,261.04998779296875,274.25,261.04998779296875,271.29998779296875,30233763
2025-03-11 00:00:00+05:30,270.0,271.8500061035156,265.8500061035156,267.29998779296875,9255499
2025-03-12 00:00:00+05:30,270.70001220703125,272.3999938964844,263.6000061035156,267.1000061035156,11875548
2025-03-13 00:00:00+05:30,269.79998779296875,270.6499938964844,265.5,267.6499938964844,9270442
2025-03-17 00:00:00+05:30,270.0,270.6499938964844,264.95001220703125,267.3500061035156,11987667
2025-03-18 00:00:00+05:30,267.3500061035156,267.3500061035156,267.3500061035156,267.3500061035156,0
2025-03-19 00:00:00+05:30,272.0,278.29998779296875,269.79998779296875,277.20001220703125,13089950
2025-03-20 00:00:00+05:30,283.5,283.54998779296875,277.04998779296875,280.3500061035156,13710249
2025-03-21 00:00:00+05:30,281.0,285.1499938964844,280.04998779296875,283.1000061035156,26003527
2025-03-24 00:00:00+05:30,285.0,293.95001220703125,284.45001220703125,291.8500061035156,19966817
