Date,Open,High,Low,Close,Volume
2023-08-08 00:00:00+05:30,1121.2650798201494,1142.915162200012,1110.9600066796136,1139.606201171875,5137402
2023-08-09 00:00:00+05:30,1141.0714523127538,1169.0085818511266,1134.689885044258,1160.9725341796875,3396984
2023-08-10 00:00:00+05:30,1153.4091615356242,1171.5611284066713,1149.2493021338537,1168.3468017578125,3715680
2023-08-11 00:00:00+05:30,1168.346843828794,1182.1025974570207,1148.9657875477212,1153.8345947265625,2933959
2023-08-14 00:00:00+05:30,1145.9403855095488,1154.543660603285,1137.3371104158127,1153.1728515625,1842625
2023-08-16 00:00:00+05:30,1154.3546026081103,1171.3721151772718,1153.409185243157,1160.8306884765625,2341456
2023-08-17 00:00:00+05:30,1158.1362551454358,1166.5504926520523,1148.2566899889885,1164.517822265625,2636308
2023-08-18 00:00:00+05:30,1159.0344069614584,1159.0344069614584,1139.3697944285093,1144.71142578125,1794430
2023-08-21 00:00:00+05:30,1139.227892363397,1157.1908217865541,1138.6133480121791,1152.3218994140625,1175945
2023-08-22 00:00:00+05:30,1152.3219780858958,1156.2454833881939,1143.2459941023494,1146.9803466796875,1003208
2023-08-23 00:00:00+05:30,1146.9804584051697,1152.3220903316976,1133.7446134793918,1135.4464111328125,1569035
2023-08-24 00:00:00+05:30,1140.3623423350093,1150.1001870401049,1131.3808776602202,1133.64990234375,1218843
2023-08-25 00:00:00+05:30,1125.0466832998372,1131.8536422795335,1114.1270663872042,1124.573974609375,1213340
2023-08-28 00:00:00+05:30,1124.6213015846422,1131.002868962303,1117.7670255123398,1120.083251953125,950013
2023-08-29 00:00:00+05:30,1127.3157927725024,1141.9697632775433,1123.3922872654784,1132.610107421875,1419344
2023-08-30 00:00:00+05:30,1142.0169976655015,1154.9219693361288,1129.3484957720461,1131.853759765625,2016339
2023-08-31 00:00:00+05:30,1133.5554252763504,1148.2093944938513,1132.6100079074795,1136.3443603515625,2817747
2023-09-01 00:00:00+05:30,1139.2278602005968,1162.768774335182,1138.3297599177502,1161.019775390625,1686038
2023-09-04 00:00:00+05:30,1167.59049181296,1196.8984312835687,1158.656343524395,1188.1533203125,3466873
2023-09-05 00:00:00+05:30,1190.0441933824086,1197.4656971474442,1180.4955003938494,1186.073486328125,2199985
2023-09-06 00:00:00+05:30,1186.0733600492888,1190.847648331559,1168.3939866960716,1180.7789306640625,1753376
2023-09-07 00:00:00+05:30,1180.7789292850666,1205.265261237279,1171.0412000210613,1199.970947265625,2554884
2023-09-08 00:00:00+05:30,1202.5709664505011,1208.24347100923,1190.327856940872,1194.014892578125,1731105
2023-09-11 00:00:00+05:30,1195.9530614457624,1205.407235844543,1194.5349352859453,1199.5928955078125,1293853
2023-09-12 00:00:00+05:30,1202.3819046246497,1213.7269135109057,1183.2372021290928,1196.8984375,2335224
2023-09-13 00:00:00+05:30,1191.509729377725,1199.4984611431626,1185.4590342557967,1191.604248046875,1204376
2023-09-14 00:00:00+05:30,1193.1166338294006,1218.9737739295672,1193.1166338294006,1209.9923095703125,3288631
2023-09-15 00:00:00+05:30,1208.4323828019,1232.5405246721893,1204.4616761862196,1229.08984375,4316210
2023-09-18 00:00:00+05:30,1229.988042826254,1230.933460230425,1212.9705295511792,1219.3994140625,1967717
2023-09-20 00:00:00+05:30,1212.0251913051181,1218.7849492679031,1199.78208128446,1204.792724609375,2843560
2023-09-21 00:00:00+05:30,1206.3054353009943,1225.2611026899888,1196.804058494489,1221.1485595703125,2960250
2023-09-22 00:00:00+05:30,1219.6357688924454,1247.9509739955208,1213.9159474320065,1234.1005859375,3252940
2023-09-25 00:00:00+05:30,1234.1004460736099,1242.6565187779922,1225.3081344522636,1228.5224609375,2100302
2023-09-26 00:00:00+05:30,1229.0425567765442,1231.9261258611689,1209.3306280820295,1212.3087158203125,1141475
2023-09-27 00:00:00+05:30,1200.6327594810068,1223.2755750502388,1195.0075722146319,1218.3121337890625,1568115
2023-09-28 00:00:00+05:30,1204.5090138581575,1204.5090138581575,1155.2999949166328,1162.390625,6570797
2023-09-29 00:00:00+05:30,1157.1909733459863,1164.4234400108796,1143.9551288796106,1156.0565185546875,2861162
2023-10-03 00:00:00+05:30,1153.976387717961,1163.525079816783,1146.3658473384928,1149.8165283203125,1622290
2023-10-04 00:00:00+05:30,1143.955114594139,1149.154910569567,1121.3124128277373,1139.22802734375,2340603
2023-10-05 00:00:00+05:30,1147.7366950596252,1157.1435517927491,1134.028143100511,1139.795166015625,2497613
2023-10-06 00:00:00+05:30,1141.118859807731,1156.245538976682,1139.2280249116122,1150.478515625,1446719
2023-10-09 00:00:00+05:30,1137.573502453033,1160.7362290768428,1136.5335663799742,1146.46044921875,1451064
2023-10-10 00:00:00+05:30,1148.8711715911902,1164.23420425125,1146.7912994863252,1160.7362060546875,1503359
2023-10-11 00:00:00+05:30,1162.9579724696334,1171.2776921232453,1155.3001142699466,1164.3760986328125,1622663
2023-10-12 00:00:00+05:30,1164.754219890511,1164.754219890511,1124.3849436595367,1133.319091796875,2452842
