Date,Open,High,Low,Close,Volume
2023-08-08 00:00:00+05:30,1116.6633859674826,1133.8420768910023,1115.2803746715879,1117.8388671875,2987010
2023-08-09 00:00:00+05:30,1120.4370059085404,1162.4502131500358,1120.4370059085404,1159.93115234375,10067015
2023-08-10 00:00:00+05:30,1161.7290781874124,1168.9501846974583,1147.0891026190766,1156.0093994140625,2763310
2023-08-11 00:00:00+05:30,1156.5724838436176,1162.7069813210007,1147.5138742941897,1150.44775390625,2256960
2023-08-14 00:00:00+05:30,1151.8208740686246,1161.5117207815076,1145.9036742253963,1150.5169677734375,2167595
2023-08-16 00:00:00+05:30,1151.8307476081534,1163.58616271742,1140.9644198005294,1157.3330078125,4308265
2023-08-17 00:00:00+05:30,1160.0002637168382,1167.0535127459123,1156.9478472310034,1161.837646484375,2138070
2023-08-18 00:00:00+05:30,1165.5619212738557,1181.4662505289775,1153.9250424741062,1160.61279296875,4281645
2023-08-21 00:00:00+05:30,1159.7830002995279,1170.5998877362488,1156.5626061512917,1167.8043212890625,1334640
2023-08-22 00:00:00+05:30,1169.414477955107,1174.551239176793,1160.2867723371369,1170.70849609375,1688225
2023-08-23 00:00:00+05:30,1169.6120600752372,1180.4685002088806,1168.031527354681,1176.2010498046875,3142630
2023-08-24 00:00:00+05:30,1181.4662571584297,1183.382624476447,1163.922066301498,1167.0733642578125,4124730
2023-08-25 00:00:00+05:30,1163.6849342831129,1163.6849342831129,1140.0852312897432,1141.8040771484375,4713240
2023-08-28 00:00:00+05:30,1141.9523163062104,1151.6332751809432,1131.5205832859144,1141.142333984375,2350770
2023-08-29 00:00:00+05:30,1139.9765827521248,1143.2365293604448,1129.1102548402762,1130.848876953125,3258085
2023-08-30 00:00:00+05:30,1133.614982599895,1137.2205315652118,1114.2926165796111,1116.2188720703125,3551815
2023-08-31 00:00:00+05:30,1116.2188452317598,1125.1589182338816,1104.4141093814571,1107.940673828125,3178875
2023-09-01 00:00:00+05:30,1112.316849994792,1113.156496678915,1096.5310582203886,1102.15185546875,1105280
2023-09-04 00:00:00+05:30,1103.4261831536737,1119.5675852288473,1102.151820683796,1118.13525390625,1473020
2023-09-05 00:00:00+05:30,1114.2925429436343,1114.2925429436343,1098.5956237680855,1102.2210693359375,1968470
2023-09-06 00:00:00+05:30,1102.3987661100805,1113.2947580028522,1098.3387254823801,1103.09033203125,2256645
